"aid","author_last_name","author_fore_name"
21773,"Sanchez","J E"
21774,"Gonzalez","M C"
21775,"Luengo","F M"
21776,"Chau","P Y"
21777,"Huang","C T"
21778,"Shah","J J"
21779,"Shah","R J"
21780,"Miller","A G"
21781,"Budd","K"
21782,"Wild","J R"
21783,"Belser","W L"
21784,"O'Donovan","G A"
21785,"Larraga","V"
21786,"Razin","S"
21787,"Shigekawa","M"
21788,"Finegan","J A"
21789,"Katz","A M"
21790,"Distasio","J A"
21791,"Niederman","R A"
21792,"Kafkewitz","D"
21793,"Goodman","D"
21794,"Silk","S T"
21795,"Breslow","E"
21796,"Weigent","D A"
21797,"Kido","T"
21798,"Drachev","L A"
21799,"Jasaitis","A A"
21800,"Mikelsaar","H"
21801,"Nemecek","I B"
21802,"Semenov","A Y"
21803,"Semenova","E G"
21804,"Severina","I I"
21805,"Skulachev","V P"
21806,"Marciniszyn","J"
21807,"Huang","J S"
21808,"Hartsuck","J A"
21809,"Paul","D P"
21810,"Gallant","S"
21811,"Orme-Johnson","N R"
21812,"Brownie","A C"
21813,"Albrecht-Buehler","G"
21814,"Lancaster","R M"
21815,"Gregori","F"
21816,"Toriano","N"
21817,"Oliveira","S A"
21818,"Carvalho","R G"
21819,"Galiano","N"
21820,"Macruz","R"
21821,"Verginelli","G"
21822,"Bittencourt","D"
21823,"Pileggi","F"
21824,"Zerbini","E J"
21825,"Mooseker","M S"
21826,"Rodewald","R"
21827,"Dominguez","J H"
21828,"Gray","R W"
21829,"Lemann","J"
21830,"Bala","R M"
21831,"Blakeley","E D"
21832,"Smith","G R"
21833,"Hanson","C W"
21834,"Martin","W J"
21835,"Collins","F M"
21836,"Montalbine","V"
21837,"Munford","P R"
21838,"Reardon","D"
21839,"Liberman","R P"
21840,"Allen","L"
21841,"Holroyd","K A"
21842,"Popiel","E S"
21843,"Whalen","D L"
21844,"Ross","A M"
21845,"Watson","D R"
21846,"Chavalit","N"
21847,"Shamardin","V A"
21848,"Tsarevskil","Y P"
21849,"Karalnik","B V"
21850,"Kaplan","J H"
21851,"Fujiwara","Y"
21852,"Momeki","K"
21853,"Murakami","K"
21854,"Tomonari","M"
21855,"Ishimaru","S"
21856,"Kelly","K L"
21857,"Lin","C Y"
21858,"Howe","N R"
21859,"Hughes","G M"
21860,"O'Neill","J G"
21861,"van Aardt","W J"
21862,"Mitchell","B K"
21863,"Marks","P S"
21864,"Beauwens","R"
21865,"Lisman","J E"
21866,"Sheline","Y"
21867,"Ljungholm","K"
21868,"Bayliss","C E"
21869,"Waites","W M"
21870,"Shand","J H"
21871,"Gibson","P"
21872,"Gregory","D W"
21873,"Cooper","R J"
21874,"Postlethwaite","R"
21875,"Dodd","R Y"
21876,"Kobita","J A"
21877,"Korczyn","A D"
21878,"Goldberg","G J"
21879,"Ott","M G"
21880,"Fishbeck","W A"
21881,"Townsend","J C"
21882,"Schneider","E J"
21883,"Kelly","D E"
21884,"Harrigan","W F"
21885,"Poduslo","S E"
21886,"Tennekoon","G"
21887,"Price","D"
21888,"McKhann","G M"
21889,"Scribner","J D"
21890,"Hirano","S"
21891,"Ishigami","M"
21892,"Ohe","Y"
21893,"Campbell","A B"
21894,"Soyka","L F"
21895,"Martell","M"
21896,"Belizán","J M"
21897,"Nieto","F"
21898,"Davidson","A G"
21899,"Abdel-Aziz","S A"
21900,"Vohra","M M"
21901,"Jayasundar","S"
21902,"Apperley","E"
21903,"Humphrey","P P"
21904,"Menon","A M"
21905,"Pleuvry","B J"
21906,"Blum","K"
21907,"Wallace","J E"
21908,"Schwertner","H A"
21909,"Eubanks","J D"
21910,"Mulloy","B"
21911,"Thomas","A D"
21912,"Khedouri","E"
21913,"Warne","P J"
21914,"West","G B"
21915,"Kruk","Z L"
21916,"Lesher","G A"
21917,"Spratto","G R"
21918,"Jimerson","D C"
21919,"Post","R M"
21920,"Skyler","J"
21921,"Ribeiro","J A"
21922,"Fuller","T A"
21923,"Bolarinwa","Y"
21924,"Amure","B O"
21925,"Franklin","R A"
21926,"Pierce","D M"
21927,"Goode","P G"
21928,"Smith","D F"
21929,"Sim","M F"
21930,"Hopcroft","R H"
21931,"Okpako","D T"
21932,"Rodger","I W"
21933,"Pickett","J M"
21934,"Ellway","K A"
21935,"Obiorah","B A"
21936,"Shotton","E"
21937,"Khan","K A"
21938,"Rooke","D J"
21939,"Perry","K W"
21940,"Clemens","J A"
21941,"Robinson","S E"
21942,"Phillips-Thonnard","I"
21943,"Segawa","T"
21944,"Kai","Y"
21945,"Kawatani","H"
21946,"Yajima","H"
21947,"Malor","R"
21948,"Chesher","G B"
21949,"Palosi","E"
21950,"Hajós","G"
21951,"Doherty","N S"
21952,"Saarni","H"
21953,"Young","G A"
21954,"Moreton","J E"
21955,"Khazan","N"
21956,"Morgan","B A"
21957,"Smith","C F"
21958,"Hughes","J"
21959,"Vidler","J A"
21960,"Houghton","P J"
21961,"Lala","P K"
21962,"Shellard","E J"
21963,"Sarpong","K"
21964,"Frigerio","A"
21965,"Pantarotto","C"
21966,"Yamana","T"
21967,"Tsuji","A"
21968,"Hale","J L"
21969,"Shah","N B"
21970,"Sheth","B B"
21971,"Tong","G L"
21972,"Lien","E J"
21973,"Longwell","A"
21974,"Birss","S"
21975,"Keller","N"
21976,"Moore","D"
21977,"Jenkins","A W"
21978,"Chowhan","Z T"
21979,"Amaro","A A"
21980,"MacFarlane","J O"
21981,"Lee","J W"
21982,"Hewitt","W R"
21983,"Clark","R L"
21984,"Jan","L Y"
21985,"Jan","Y N"
21986,"Cohen","I"
21987,"Van Der Kloot","W"
21988,"Caronna","J"
21989,"Ginsborg","B L"
21990,"Silinsky","E M"
21991,"Eshleman","J R"
21992,"Svitzer","J R"
21993,"Moon","P C"
21994,"Keys","R C"
21995,"Pert","C B"
21996,"Hall","I H"
21997,"Carlson","G L"
21998,"D'Arrigo","J S"
21999,"Cohen","Carl M"
22000,"Overgaard","J"
22001,"Engel","L L"
22002,"Weidenfield","J"
22003,"Merriam","G R"
22004,"Zimbelman","R G"
22005,"Frantz","C N"
22006,"Malling","H V"
22007,"Stegink","L D"
22008,"Olsen","D M"
22009,"Castle","C H"
22010,"Feldman","R G"
22011,"Preskorn","S H"
22012,"Denner","L J"
22013,"Aoki","K"
22014,"Takikawa","K"
22015,"Hotta","K"
22016,"Yamauchi","M"
22017,"Kawase","H"
22018,"Kitahara","T"
22019,"Ziegler","T W"
22020,"Schroeder","W"
22021,"Kunert","H"
22022,"Müller-Jensen","A"
22023,"Klaus","W"
22024,"Mohyuddin","M"
22025,"Sharma","T R"
22026,"Kaul","A K"
22027,"Niemann","E G"
22028,"Otterburn","M S"
22029,"Sinclair","W J"
22030,"Vacquier","V D"
22031,"DeVault","D"
22032,"Holm","G"
22033,"Carlborg","B"
22034,"Hecker","W C"
22035,"Mengel","W"
22036,"Moritz","P"
22037,"D'eshougues","J R"
22038,"Delcambre","B"
22039,"Defrance","D"
22040,"Milice","G"
22041,"Weinstock","M"
22042,"Ponsin","G"
22043,"Myslobodsky","M"
22044,"Taylor","S L"
22045,"Tappel","A L"
22046,"Tudball","N"
22047,"Iodice","A A"
22048,"Infante","J P"
22049,"Kinsella","J E"
22050,"P'ullarkat","R K"
22051,"Maddow","J"
22052,"Vernon","R G"
22053,"Williamson","T"
22054,"Rau","R"
22055,"Koch","F"
22056,"Regli","D"
22057,"Spiller","R"
22058,"Gross","D"
22059,"Britton","A B"
22060,"Koshel'","M I"
22061,"Skirstymonskiĭ","A I"
22062,"Demchinskaia","L A"
22063,"Taubman","I"
22064,"Nikol'skaia","E A"
22065,"Vakulenko","V A"
22066,"Degtiar'","R G"
22067,"Belous","G K"
22068,"Platzer","S"
22069,"Rosmanith","P"
22070,"Reissigl","H"
22071,"Buchatskiĭ","L P"
22072,"Viktorov-Nabokov","O V"
22073,"Sheremet","V P"
22074,"Ohnhaus","E E"
22075,"Centa","A"
22076,"Camera","G"
22077,"Piccinini","A"
22078,"De Pietro","P"
22079,"Tomatis","C"
22080,"Gavinelli","R"
22081,"Gallenca","M"
22082,"Grasso","G P"
22083,"Meyer","E M"
22084,"Dixon","J D"
22085,"Tavenor","D"
22086,"Kirk","K L"
22087,"Owens","I S"
22088,"Hodel","J"
22089,"Stremmel","W"
22090,"Serban","A"
22091,"Matei","M"
22092,"Gădăleanu","V"
22093,"Olteanu","L"
22094,"Braun","R"
22095,"Dunzendorfer","U"
22096,"Varipapa","R J"
22097,"Oberda","G M"
22098,"Beuchat","L R"
22099,"Tansey","M R"
22100,"Jack","M A"
22101,"Lukásová","J"
22102,"Sollod","R M"
22103,"Goldstein","M G"
22104,"Fraser","H F"
22105,"Nash","T L"
22106,"Vanhorn","G D"
22107,"Isbell","H"
22108,"Duhault","J"
22109,"Poli","V"
22110,"Fazzini","G"
22111,"Di Lollo","F"
22112,"Morini","P L"
22113,"Pesciullesi","E"
22114,"Tsodyks","V M"
22115,"Cherapkin","G F"
22116,"Oganesian","O Z"
22117,"Wexler","B C"
22118,"Albert","M S"
22119,"Borisova","S P"
22120,"Kenney","R A"
22121,"Pérez-Cruet","J"
22122,"Greenhill","A"
22123,"Gruskin","A B"
22124,"Gordillo-Paniagua","G"
22125,"Velasquez-Jones","L"
22126,"Hirschman","G H"
22127,"Oyemande","O"
22128,"Savel'eva","L A"
22129,"Kotova","O I"
22130,"Ostrovskiĭ","B Iu"
22131,"Mel'nikova","E V"
22132,"Pedanova","V M"
22133,"Vargas","F"
22134,"Plaza","L"
22135,"Pardo","F J"
22136,"Ferrandez","A"
22137,"Scharrer","E"
22138,"Strittmatter","J"
22139,"Ayim","E"
22140,"Ruf","W"
22141,"Ebel","H"
22142,"Matsue","K"
22143,"Levy V-G",""
22144,"Holy","A"
22145,"Stephens","G J"
22146,"Wesolowski","S"
22147,"Cieślak","A"
22148,"Milewski","J"
22149,"Hartel-Ulkowska","N"
22150,"Lutz","W"
22151,"Pegrum","G D"
22152,"Williams","G"
22153,"Markwick","J"
22154,"Barnes","R M"
22155,"Hobbs","J R"
22156,"Humble","J G"
22157,"James","D C"
22158,"Yamamura","M"
22159,"Cooper","J"
22160,"Inman","J S"
22161,"Dawson","A F"
22162,"Ivanova","G P"
22163,"Mirgorodskaia","O A"
22164,"Moskvichev","B V"
22165,"Lwvin","G Ia"
22166,"Selezneva","A A"
22167,"Babenko","G A"
22168,"Bol'shakova","M D"
22169,"Rozhanskaia","T I"
22170,"Margolina","N A"
22171,"Bogacheva","T I"
22172,"Jablonski","E"
22173,"DeLuca","M"
22174,"Agris","P F"
22175,"Woolverton","D K"
22176,"Setzer","D"
22177,"Fisher","R F"
22178,"Wakely","J"
22179,"Dellimore","J W"
22180,"Brown","F F"
22181,"Richards","R E"
22182,"Morton","H"
22183,"Hegh","V"
22184,"Clunie","G J"
22185,"Dyer","R G"
22186,"Ellendorff","F"
22187,"Israël","M"
22188,"Lesbats","B"
22189,"Meunier","F M"
22190,"Stinnakre","J"
22191,"Syme","G"
22192,"Levin","R J"
22193,"Beaty","G N"
22194,"Stefani","E"
22195,"Mourant","A E"
22196,"Godber","M J"
22197,"Kopeć","A C"
22198,"Tills","D"
22199,"Woodhead","B G"
22200,"Miller","D S"
22201,"Baker","J"
22202,"Bowden","M"
22203,"Evans","E"
22204,"Holt","J"
22205,"McKeag","R J"
22206,"Meinertzhagen","I"
22207,"Mumford","P M"
22208,"Oddy","D J"
22209,"Rivers","J P"
22210,"Sevenhuysen","G"
22211,"Stock","M J"
22212,"Watts","M"
22213,"Kebede","A"
22214,"Wolde-Gabriel","Y"
22215,"Wolde-Gabriel","Z"
22216,"Leithead","C S"
22217,"Clegg","E J"
22218,"Jeffries","D J"
22219,"Lewis","I M"
22220,"Pawson","I G"
22221,"Bolton","T B"
22222,"Bevan","S"
22223,"Grampp","W"
22224,"Burns","B D"
22225,"Webb","A C"
22226,"Beaugé","L"
22227,"Mullins","L J"
22228,"Nicholls","J G"
22229,"Lemon","R N"
22230,"Porter","R"
22231,"Hanby","J A"
22232,"Gardner-Medwin","A R"
22233,"Dixon","W R"
22234,"Garcia","A G"
22235,"Kirpekar","S M"
22236,"Back","N"
22237,"Steger","R"
22238,"Pak","C Y"
22239,"Arnold","L H"
22240,"Goodman","G"
22241,"Lawson","D M"
22242,"Gala","R R"
22243,"Vertuno","L L"
22244,"Vavatsi-Manos","O"
22245,"Washington","H S"
22246,"Forrest","I S"
22247,"Serra","M T"
22248,"Loeffler","K O"
22249,"Hartmann","R J"
22250,"Geller","I"
22251,"Rendig","S"
22252,"Henderson","G L"
22253,"Nicoll","R A"
22254,"Slikker","W"
22255,"Brocco","M J"
22256,"Gehrmann","J E"
22257,"Waterbury","L D"
22258,"Burks","T F"
22259,"Lee","F L"
22260,"Weiner","N"
22261,"Joseph","J A"
22262,"Appel","J B"
22263,"Hörig","C"
22264,"Klotzbach","M"
22265,"Mayr","E"
22266,"Richter","J"
22267,"Göber","B"
22268,"Timm","U"
22269,"Neubert","R"
22270,"Wiessner","U"
22271,"Klapper","I"
22272,"Meinertzhagen","I A"
22273,"Jope","E M"
22274,"Iles","J F"
22275,"Barrera-Mera","B"
22276,"Bourde","C"
22277,"Starke","H"
22278,"Ciaranello","R D"
22279,"Kessler","S"
22280,"Hamburg","D A"
22281,"Melberg","P E"
22282,"Ahlenius","S"
22283,"Cowen","M A"
22284,"Klemm","N"
22285,"Selverston","A I"
22286,"Russell","D F"
22287,"Weder","H G"
22288,"Gianutsos","G"
22289,"Silverman","P B"
22290,"Ho","B T"
22291,"Overton","D A"
22292,"Welsch","F"
22293,"Botescu","M"
22294,"Bidulescu","A"
22295,"Popescu","I"
22296,"Popovici","C"
22297,"Tigănus","I"
22298,"Bexchea","T"
22299,"Seropian","E"
22300,"Radu","R"
22301,"Popa","G"
22302,"Pencea","V"
22303,"Iordăcheanu","L"
22304,"Leaşu","T"
22305,"Cherciu","C"
22306,"Anastasatu","C"
22307,"Burnea","D"
22308,"Lepădat","P"
22309,"Morgenstern","H"
22310,"Vornicescu","A"
22311,"Brăileanu","A"
22312,"Cucu","M"
22313,"Stere","N"
22314,"Teculescu","D B"
22315,"Manicatide","M A"
22316,"Halunga Marinescu","S"
22317,"Gheorghiu","M"
22318,"Florescu","A"
22319,"Lerinţu","A"
22320,"Blaj","S"
22321,"Kovacs","T"
22322,"Turi","Z"
22323,"Juvara","I"
22324,"Setlacek","D"
22325,"Budu","S"
22326,"Motomancea","D"
22327,"Dragomirescu","C"
22328,"Nedelcu","I"
22329,"Bergman","L"
22330,"Krause","U"
22331,"Hellemans","J"
22332,"Vantrappen","G"
22333,"Chipail","A"
22334,"Constantinescu","V"
22335,"Covic","M"
22336,"Angheloni","T"
22337,"Mitznegg","P"
22338,"Rösch","W"
22339,"Wünsch","E"
22340,"Haneberg","B"
22341,"FROLAND","S S"
22342,"Finne","P H"
22343,"Bakke","T"
22344,"Moe","P J"
22345,"Solberg","C O"
22346,"Solheim","B G"
22347,"Dalen","A"
22348,"Jacobsson","H"
22349,"Olsen","L"
22350,"Bäcklund","L"
22351,"Holzmann","M"
22352,"Groff","P"
22353,"Torhorst","J"
22354,"Speck","B"
22355,"Nissen","C"
22356,"Weber","W"
22357,"Cornu","P"
22358,"Rossier","J"
22359,"Biland","L"
22360,"Woodtli","W"
22361,"Hedinger","C"
22362,"Ammann","R"
22363,"Zimmermann","K"
22364,"Kaspar","U"
22365,"Karbowski","K"
22366,"Wietholtz","H"
22367,"DaRugna","D"
22368,"Saloum","H"
22369,"Castellucci","V"
22370,"Kandel","E R"
22371,"Kopelovich","L"
22372,"Pfeffer","L"
22373,"Kuz'michev","A P"
22374,"Zaitsev","V G"
22375,"Hunt","J A"
22376,"Novis","B H"
22377,"Tim","L O"
22378,"Odes","H S"
22379,"Helman","C"
22380,"Narunsky","L"
22381,"Duys","P J"
22382,"Marks","I N"
22383,"Barreras","R F"
22384,"Fleshler","B"
22385,"Kronborg","O"
22386,"Howland","W S"
22387,"Schweizer","O"
22388,"Jascott","D"
22389,"Ragasa","J"
22390,"Bunin","K V"
22391,"Abdurashitov","R F"
22392,"Grigor'ev","P Ia"
22393,"Georgievskiĭ","N I"
22394,"Trigger","I I"
22395,"Ledoshchuk","B A"
22396,"Chertov","A D"
22397,"Geddes","D M"
22398,"Rudolf","M"
22399,"Saunders","K B"
22400,"Wickstrom","E"
22401,"Ohashi","A"
22402,"Kikuchi","G"
22403,"Mayer","R T"
22404,"Contreras","T J"
22405,"Valeri","C R"
22406,"Fung","K Y"
22407,"Sabbadini","E"
22408,"Rock","G"
22409,"Figueredo","A"
22410,"Stuart","F P"
22411,"Scollard","D M"
22412,"McKearn","T J"
22413,"Fitch","F W"
22414,"Meryman","H T"
22415,"Hornblower","M"
22416,"Smith","J"
22417,"Pollard","M"
22418,"Chang","C F"
22419,"Srivastava","K K"
22420,"Müller-Ruchholtz","W"
22421,"Wottge","H U"
22422,"Müller-Hermelink","H K"
22423,"Rieder","I"
22424,"Gross-Wilde","H"
22425,"Abb","J"
22426,"Schäffer","E"
22427,"Thierfelder","S"
22428,"Tsoi","M S"
22429,"Ashman","R B"
22430,"Cheever","M A"
22431,"Einstein","A B"
22432,"Sanders","J"
22433,"Anderson","P N"
22434,"Burke","P J"
22435,"Klein","D L"
22436,"Slavin","R E"
22437,"Schacter","B"
22438,"Borgaonkar","D S"
22439,"Feig","S"
22440,"Territo","M"
22441,"Young","L"
22442,"Sarna","G"
22443,"Fahey","J"
22444,"Jeannet","B"
22445,"Neithammer","D"
22446,"Rinaldo","C R"
22447,"Hirsch","M S"
22448,"Black","P H"
22449,"Woodruff","J M"
22450,"Hansen","J A"
22451,"Amos","D B"
22452,"Lyonnais","J"
22453,"Karsh","J"
22454,"Dorval","G"
22455,"Gilmore","N"
22456,"Osterland","C K"
22457,"Olivero","J"
22458,"Bacque","F"
22459,"Carlton","C E"
22460,"Funston","M R"
22461,"Levine","E"
22462,"Stables","D P"
22463,"Voino-Iasenetskiĭ","A M"
22464,"Karsiuk","N N"
22465,"Petrichko","M I"
22466,"Ganich","E G"
22467,"Landa","M I"
22468,"Mullen","P A"
22469,"Kartashov","I I"
22470,"Kalugin","V I"
22471,"Badalian","L L"
22472,"Buniatian","G Kh"
22473,"Oganesian","V S"
22474,"Figurnov","V A"
22475,"Kryzhanovskiĭ","V I"
22476,"Dukarskiĭ","F G"
22477,"Antonova","M V"
22478,"Shchebletsov","V L"
22479,"Bergman","A S"
22480,"Niederberger","M"
22481,"Cottier","P"
22482,"Seiler","A"
22483,"Hlavica","P"
22484,"Kehl","M"
22485,"Douch","P G"
22486,"Tateishi","M"
22487,"Shimizu","H"
22488,"Schramm","H"
22489,"Schwalbe","J"
22490,"Liess","J"
22491,"Vogler","C"
22492,"Barta","E"
22493,"Babusíková","F"
22494,"Horecký","J"
22495,"Kuzela","L"
22496,"Siska","K"
22497,"Wolff","J"
22498,"Rüden","H"
22499,"Thofern","E"
22500,"Patiakina","O K"
22501,"Samsonov","F A"
22502,"Sauber","K"
22503,"Blobel","F"
22504,"Haug","S"
22505,"Eberspächer","J"
22506,"Fomicheva","E E"
22507,"Krämer","F J"
22508,"Jacobs","M"
22509,"Kurth","J"
22510,"Halle","W"
22511,"Srapionjan","R"
22512,"Oehme","P"
22513,"Galojan","A A"
22514,"Takács","L"
22515,"Szántó","G"
22516,"Vándor","E"
22517,"Pesendorfer","F X"
22518,"Pector","J C"
22519,"Rocmans","P A"
22520,"Juhl","B"
22521,"Einer-Jensen","N"
22522,"Cerri","C"
22523,"Källén","B"
22524,"Sandahl","B"
22525,"Talafant","E"
22526,"Hosková","A"
22527,"Pojerová","A"
22528,"Inomata","I"
22529,"Takaki","K"
22530,"Ishikawa","E"
22531,"Bendtzen","K"
22532,"Björkman","S"
22533,"Castensson","S"
22534,"Lindeke","B"
22535,"Sievertsson","H"
22536,"Groves","M J"
22537,"Galindez","F E"
22538,"Rosén","K G"
22539,"Hökegård","K H"
22540,"Persson","G"
22541,"Guinn","R"
22542,"Hurley","R S"
22543,"Lindberg","B"
22544,"Markovic","O"
22545,"Porges","S W"
22546,"Sbarra","A J"
22547,"Selvaraj","R J"
22548,"Paul","B B"
22549,"Zgliczynski","J M"
22550,"Poskitt","P K"
22551,"Mitchell","G W"
22552,"Louis","F"
22553,"Oliw","E"
22554,"Lundén","I"
22555,"Andersen","N H"
22556,"Ramwell","P W"
22557,"Leovey","E M"
22558,"Kleinteich","B"
22559,"Schreiber","G"
22560,"Schickedanz","H"
22561,"Meyer","J"
22562,"Bryceson","A D"
22563,"Fleming","A F"
22564,"Edington","G M"
22565,"Gharagozloo","R A"
22566,"Daneshpajooh","M"
22567,"Ghavamian","P"
22568,"Imperato","P J"
22569,"Fofana","B"
22570,"Sow","O"
22571,"Tounkara","A"
22572,"Rougemont","A"
22573,"Gretillat","S"
22574,"Beaucournu","J C"
22575,"Fayard","A"
22576,"Petit","R"
22577,"Hennen","G"
22578,"Kokorev","V S"
22579,"Podoplekin","V D"
22580,"Pereverzev","V D"
22581,"Fedotova","T T"
22582,"Jarzabek","Z"
22583,"Sadowski","W"
22584,"Kańtoch","M"
22585,"Magrath","D"
22586,"Krawczyński","K"
22587,"Ghizatullina","N K"
22588,"Rukavishnikova","G E"
22589,"Alekseyeva","A K"
22590,"Borysiewicz","J"
22591,"Tadeusiewicz","R"
22592,"Krichevskaya","G I"
22593,"Basova","N N"
22594,"Pastoret","P P"
22595,"Burtonboy","G"
22596,"Lamy","M E"
22597,"Van Dijck","M C"
22598,"Schoenaers","F"
22599,"Roubal","J"
22600,"Zhuravlev","Y N"
22601,"Pisetskaya","N F"
22602,"Yudakova","Z S"
22603,"Reifman","V G"
22604,"Nosek","J"
22605,"Barinsky","I F"
22606,"Tolmacheva","V D"
22607,"Spynu","K I"
22608,"Desyatskova","R G"
22609,"Morgan","M J"
22610,"Blaskovic","D"
22611,"Eastwood","M"
22612,"Mowbray","L"
22613,"Abramson","J"
22614,"Tanner","L M"
22615,"Scott","R B"
22616,"Ansel","H C"
22617,"Gigandet","M P"
22618,"Embil","K"
22619,"Litwiller","D C"
22620,"Lepore","R A"
22621,"Torosian","G"
22622,"Fuchs","F"
22623,"Siimes","A S"
22624,"Creasy","R K"
22625,"Walker","A M"
22626,"Ehrenkranz","R A"
22627,"Kielar","R A"
22628,"Osborn","E"
22629,"Baum","J L"
22630,"Ernst","C"
22631,"Koch","P"
22632,"Kleinerman","E S"
22633,"Daniels","C A"
22634,"Polisson","R P"
22635,"Snyderman","R"
22636,"Jancar","S"
22637,"Akimura","O K"
22638,"Dias da Silva","W"
22639,"Sattler","G"
22640,"Sattler","C"
22641,"Park","Y S"
22642,"Stanson","A W"
22643,"Klein","R G"
22644,"Hunder","G G"
22645,"Daniélian","K D"
22646,"Korobko","S F"
22647,"Markovskaia","M D"
22648,"Slepian","Iu Ia"
22649,"Kolodina","L N"
22650,"Poskalenko","A N"
22651,"Korkhov","V V"
22652,"Barannikova","T A"
22653,"Suelter","C H"
22654,"Wang","J"
22655,"Zassenhaus","P H"
22656,"Hanson","K M"
22657,"Wolgemuth","R L"
22658,"Ong","K K"
22659,"Rennie","P I"
22660,"O'Brien","W E"
22661,"Currier","T C"
22662,"Butcher","E C"
22663,"Blümel","P"
22664,"Uecker","W"
22665,"Hoffmann","P J"
22666,"Chalkley","R"
22667,"Gardner","C R"
22668,"Langer","R S"
22669,"Colton","C K"
22670,"Lee","D W"
22671,"Halmann","M"
22672,"Lassauniere","J M"
22673,"Foissac","J C"
22674,"Badamo","J P"
22675,"Chaix","C"
22676,"Gilliam","J N"
22677,"Smiley","J D"
22678,"Derain","S"
22679,"Foissac","J"
22680,"Sow","J"
22681,"Binnert","D"
22682,"Dumouchel","A"
22683,"Jarreau","M M"
22684,"Fimeyer","A"
22685,"Fragen","R J"
22686,"Caldwell","N"
22687,"Stoddart","J C"
22688,"Szappanyos","G"
22689,"Le Brigand","H"
22690,"Kaswin","R"
22691,"Bony","F"
22692,"Lecron","L"
22693,"Raynal","L"
22694,"Rolly","G"
22695,"Malcom-Thomas","B"
22696,"Dubouloz","C"
22697,"Noviant","Y"
22698,"Gaud","C"
22699,"Langloys","J"
22700,"Place","G"
22701,"Morgon","A"
22702,"Fritz","S D"
22703,"Fitts","C T"
22704,"Colwell","J A"
22705,"Mendes","E G"
22706,"Yonemoto","R H"
22707,"Gjone","E"
22708,"Mironov","V A"
22709,"Minina","T S"
22710,"Brinberg","S L"
22711,"Grodzenskaia","S F"
22712,"Pertsovskaia","N V"
22713,"Manina","G V"
22714,"Rezvan","S P"
22715,"Veĭnberg","G A"
22716,"Belevich","E M"
22717,"Krukle","T I"
22718,"Giller","S A"
22719,"Alykova","T V"
22720,"Cherkesov","A I"
22721,"Alykov","N M"
22722,"Zakharova","G M"
22723,"Rapoport","I A"
22724,"Groah","L W"
22725,"Sharp","D G"
22726,"Floyd","R"
22727,"Carpenter","D F"
22728,"Silverman","G J"
22729,"von Torklus","D"
22730,"Gehle","W"
22731,"Lengle","E E"
22732,"Ingledew","W J"
22733,"Salerno","J C"
22734,"Rodriguez","J M"
22735,"Grove","T H"
22736,"Ishaque","A"
22737,"Levy","H R"
22738,"Lent","B"
22739,"Conroy","C W"
22740,"Erman","J E"
22741,"Habel","A H"
22742,"Simpson","H"
22743,"Wolcott","M W"
22744,"Malinin","T I"
22745,"Wu","N M"
22746,"Downing","S E"
22747,"Lee","J C"
22748,"Crewe","S M"
22749,"Hanson","H M"
22750,"McGuffin","J C"
22751,"Lotti","V J"
22752,"Stone","C A"
22753,"Schallek","W"
22754,"Johnson","T C"
22755,"Farquharson","R G"
22756,"Leyburn","P"
22757,"Furness","J A"
22758,"Schiff","A A"
22759,"Hano","J"
22760,"Bugajski","J"
22761,"Danek","L"
22762,"Lazarus","L H"
22763,"Kitron","N"
22764,"Lancz","G J"
22765,"Bradstreet","J J"
22766,"Coutts","R H"
22767,"Wood","K R"
22768,"Thomas","L H"
22769,"Stott","E J"
22770,"Jebbett","J"
22771,"Hamilton","S"
22772,"Mika","H"
22773,"Bell","L C"
22774,"Kruger","B J"
22775,"Gilligan","B"
22776,"Mathews","A"
22777,"Bancroft","J"
22778,"Whitehead","A"
22779,"Hackmann","A"
22780,"Julier","D"
22781,"Gath","D"
22782,"Shaw","P"
22783,"Boggs","L J"
22784,"Rozynko","V"
22785,"Flint","G A"
22786,"Weinstein","D J"
22787,"Fawzi Abed","M A"
22788,"Storer","A C"
22789,"Yang","C H"
22790,"Srivastava","P N"
22791,"Holness","N J"
22792,"Atfield","G"
22793,"Malchy","B L"
22794,"Anastasi","A"
22795,"Hughes","S G"
22796,"Brown","J S"
22797,"Bruce","S A"
22798,"Walker","J H"
22799,"Adams","P A"
22800,"Ibbetson","A L"
22801,"Freedman","R B"
22802,"Jones","K G"
22803,"Sweeney","G D"
22804,"Lebowitz","J"
22805,"Kyaw","A"
22806,"Seakins","M"
22807,"Asakawa","T"
22808,"Ruiz","J"
22809,"Scheinbaum","I"
22810,"Ho","R"
22811,"Konishi","T"
22812,"Packer","L"
22813,"Happe","M"
22814,"Overath","P"
22815,"Gould","J M"
22816,"van Thienen","G"
22817,"Ravid","A"
22818,"Arata","Y"
22819,"Kimura","S"
22820,"Matsuo","H"
22821,"Narita","K"
22822,"Danner","J"
22823,"Houston-Cobb","M"
22824,"Heagy","W"
22825,"Marshall","G R"
22826,"Dafforn","A"
22827,"Kerr","P"
22828,"Murray","R R"
22829,"Huner","H P"
22830,"Macdowall","F D"
22831,"Dayan","J"
22832,"Dawson","C R"
22833,"Moore","P D"
22834,"Koreeda","M"
22835,"Buxman","M M"
22836,"Buehner","G E"
22837,"Weupper","K D"
22838,"Bergersen","F J"
22839,"Turner","G L"
22840,"Giller","E L"
